#parent	child	edge_length
00680 Methane metabolism	K01622	0.5
09100 Metabolism	09105 Amino acid metabolism	0.0133178609956956
09105 Amino acid metabolism	00400 Phenylalanine, tyrosine and tryptophan biosynthesis	0.3417343124435616
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K16305	0.5
00400 Phenylalanine, tyrosine and tryptophan biosynthesis	K16306	0.5
ko04147	K01803	0.1265849307221375
ko04147	K00134	0.1132090381644336
09101 Carbohydrate metabolism	00010 Glycolysis / Gluconeogenesis	2.220446049250313e-16
00010 Glycolysis / Gluconeogenesis	K10705	0.5
09102 Energy metabolism	00710 Carbon fixation in photosynthetic organisms	2.220446049250313e-16
00710 Carbon fixation in photosynthetic organisms	K00150	0.8257541279707095
ko04147	K00927	0.1134706875333926
ko04147	K01834	0.1630819503362116
09105 Amino acid metabolism	00260 Glycine, serine and threonine metabolism	5.551115123125783e-17
00260 Glycine, serine and threonine metabolism	K15634	0.1655492732227895
00260 Glycine, serine and threonine metabolism	K15633	0.1122693777704061
00260 Glycine, serine and threonine metabolism	K15635	0.1908173827297669
ko04147	K01689	0.1213342744589912
ko04147	K00873	0.0824067335151198
ko04147	K12406	0.8762917493818859
09102 Energy metabolism	00720 Carbon fixation pathways in prokaryotes	0.0576179309478762
00720 Carbon fixation pathways in prokaryotes	K01006	0.0589736237187129
00680 Methane metabolism	K01007	0.1188308230127649
09101 Carbohydrate metabolism	00620 Pyruvate metabolism	2.220446049250313e-16
00620 Pyruvate metabolism	K00163	0.124919282521497
09160 Human Diseases	09166 Cardiovascular disease	2.775557561562892e-17
09166 Cardiovascular disease	05415 Diabetic cardiomyopathy	0.0180064872680704
05415 Diabetic cardiomyopathy	K00161	0.1436700003116154
05415 Diabetic cardiomyopathy	K00162	0.1462789519433144
00620 Pyruvate metabolism	K00627	0.094485953776804
ko04147	K00382	0.0788411234562782
09100 Metabolism	09112 Not included in regular maps	0.2850173911464191
09112 Not included in regular maps	09113 Global maps only	0.2850173911464191
09113 Global maps only	K13997	0.2850173911464191
09100 Metabolism	09111 Xenobiotics biodegradation and metabolism	2.220446049250313e-16
09111 Xenobiotics biodegradation and metabolism	00633 Nitrotoluene degradation	0.0338324261815835
00633 Nitrotoluene degradation	K00169	0.1608709462849099
00633 Nitrotoluene degradation	K00170	0.8391290537150901
00633 Nitrotoluene degradation	K00172	0.8391290537150901
00633 Nitrotoluene degradation	K00189	0.8391290537150901
00633 Nitrotoluene degradation	K00171	0.8391290537150901
00720 Carbon fixation pathways in prokaryotes	K03737	0.1421122698138167
00720 Carbon fixation pathways in prokaryotes	K00174	0.1243001883601771
00720 Carbon fixation pathways in prokaryotes	K00175	0.1974123599538973
ko04147	K00016	0.1690759638385693
00010 Glycolysis / Gluconeogenesis	K01568	0.1952513778826635
09167 Endocrine and metabolic disease	04936 Alcoholic liver disease	2.220446049250313e-16
04936 Alcoholic liver disease	K13951	0.5
04936 Alcoholic liver disease	K13980	0.5
04936 Alcoholic liver disease	K00121	0.1590444293695837
04936 Alcoholic liver disease	K13952	0.5
09160 Human Diseases	09174 Infectious disease: parasitic	2.775557561562892e-17
09174 Infectious disease: parasitic	05146 Amoebiasis	2.220446049250313e-16
05146 Amoebiasis	K04072	0.1543444495314985
09111 Xenobiotics biodegradation and metabolism	00982 Drug metabolism - cytochrome P450	0.0192775257611993
00982 Drug metabolism - cytochrome P450	K13953	0.1402945434537858
09111 Xenobiotics biodegradation and metabolism	00626 Naphthalene degradation	0.33912905371509
00626 Naphthalene degradation	K13954	0.5
09105 Amino acid metabolism	00350 Tyrosine metabolism	2.220446049250313e-16
00350 Tyrosine metabolism	K18857	0.5
00982 Drug metabolism - cytochrome P450	K00001	0.1134260760271417
ko04147	K00002	0.1759773457334676
09100 Metabolism	09109 Metabolism of terpenoids and polyketides	0.3550521734392574
09109 Metabolism of terpenoids and polyketides	00281 Geraniol degradation	2.220446049250313e-16
00281 Geraniol degradation	K12957	0.5
09100 Metabolism	09103 Lipid metabolism	2.220446049250313e-16
09103 Lipid metabolism	00561 Glycerolipid metabolism	0.0428968884581232
00561 Glycerolipid metabolism	K13979	0.1664283878939657
09111 Xenobiotics biodegradation and metabolism	00625 Chloroalkane and chloroalkene degradation	0.0199378457715745
00625 Chloroalkane and chloroalkene degradation	K14028	0.8191912079435155
00625 Chloroalkane and chloroalkene degradation	K14029	0.5
00625 Chloroalkane and chloroalkene degradation	K00114	0.1860754855065236
00620 Pyruvate metabolism	K04022	0.8750807174785029
00620 Pyruvate metabolism	K22473	0.8750807174785029
00620 Pyruvate metabolism	K22474	0.8750807174785029
04936 Alcoholic liver disease	K00128	0.115500798988717
04936 Alcoholic liver disease	K14085	0.5
04936 Alcoholic liver disease	K00149	0.5
00982 Drug metabolism - cytochrome P450	K00129	0.2271038581679222
00620 Pyruvate metabolism	K00138	0.8750807174785029
09180 Brite Hierarchies	09181 Protein families: metabolism	0.0026877463733142
09181 Protein families: metabolism	ko01004	2.220446049250313e-16
ko01004	K01895	0.1242675310349362
ko01004	K01913	0.8757324689650637
ko01004	K01905	0.8757324689650637
ko01004	K22224	0.8757324689650637
ko01004	K24012	0.1120089076119201
09101 Carbohydrate metabolism	00052 Galactose metabolism	2.220446049250313e-16
00052 Galactose metabolism	K01785	0.1304387106750238
00010 Glycolysis / Gluconeogenesis	K01085	0.5
00010 Glycolysis / Gluconeogenesis	K20866	0.5
09110 Biosynthesis of other secondary metabolites	00521 Streptomycin biosynthesis	2.220446049250313e-16
00521 Streptomycin biosynthesis	K01835	0.1163338901736259
00521 Streptomycin biosynthesis	K15778	0.1381683369664465
09100 Metabolism	09104 Nucleotide metabolism	0.3550521734392574
09104 Nucleotide metabolism	00230 Purine metabolism	2.220446049250313e-16
00230 Purine metabolism	K15779	0.7788190915747145
09167 Endocrine and metabolic disease	04931 Insulin resistance	2.220446049250313e-16
04931 Insulin resistance	K01084	0.8227970060734582
00520 Amino sugar and nucleotide sugar metabolism	K00886	0.5
00010 Glycolysis / Gluconeogenesis	K08074	0.5
00010 Glycolysis / Gluconeogenesis	K01792	0.1558703840682107
00260 Glycine, serine and threonine metabolism	K01837	0.8344507267772104
09101 Carbohydrate metabolism	00562 Inositol phosphate metabolism	2.220446049250313e-16
00562 Inositol phosphate metabolism	K03103	0.1624256009387819
00010 Glycolysis / Gluconeogenesis	K11389	0.5
09101 Carbohydrate metabolism	00030 Pentose phosphate pathway	2.220446049250313e-16
00030 Pentose phosphate pathway	K00131	0.2295832967781202
00030 Pentose phosphate pathway	K18978	0.8298769776932235
04931 Insulin resistance	K01596	0.1352843346244421
00710 Carbon fixation in photosynthetic organisms	K01610	0.1413728156085697
09101 Carbohydrate metabolism	00500 Starch and sucrose metabolism	2.220446049250313e-16
00500 Starch and sucrose metabolism	K01222	0.1601257351311149
00500 Starch and sucrose metabolism	K01223	0.135455369490353
09183 Protein families: signaling and cellular processes	ko02000	0.0539453690856754
ko02000	K02777	0.8223463802962104
ko02000	K02779	0.5
ko02000	K02791	0.5
ko02000	K20118	0.1782486332321198
ko02000	K02753	0.5
09101 Carbohydrate metabolism	00630 Glyoxylate and dicarboxylate metabolism	0.0342460839004405
00630 Glyoxylate and dicarboxylate metabolism	K01647	0.08475498371093
ko04147	K01648	0.230517621370091
00720 Carbon fixation pathways in prokaryotes	K15230	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K15231	0.8834084453334109
09101 Carbohydrate metabolism	00020 Citrate cycle (TCA cycle)	2.220446049250313e-16
00020 Citrate cycle (TCA cycle)	K05942	0.8767130297062486
00720 Carbon fixation pathways in prokaryotes	K01681	0.1071235639177226
00720 Carbon fixation pathways in prokaryotes	K01682	0.2128016660646974
09160 Human Diseases	09161 Cancer: overview	2.775557561562892e-17
09161 Cancer: overview	05230 Central carbon metabolism in cancer	2.775557561562892e-17
05230 Central carbon metabolism in cancer	K00031	0.1257504316308558
00020 Citrate cycle (TCA cycle)	K00030	0.1547974727801611
09105 Amino acid metabolism	00300 Lysine biosynthesis	2.220446049250313e-16
00300 Lysine biosynthesis	K17753	0.5
00020 Citrate cycle (TCA cycle)	K00164	0.1232869702937513
09105 Amino acid metabolism	00380 Tryptophan metabolism	2.220446049250313e-16
00380 Tryptophan metabolism	K00658	0.1503432855009961
00630 Glyoxylate and dicarboxylate metabolism	K01616	0.1803556002984231
00720 Carbon fixation pathways in prokaryotes	K00177	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K00176	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K01902	0.2384164774243619
00720 Carbon fixation pathways in prokaryotes	K01903	0.1496050606738451
09101 Carbohydrate metabolism	00640 Propanoate metabolism	2.220446049250313e-16
00640 Propanoate metabolism	K01899	0.5
ko04147	K01900	0.8762917493818859
09101 Carbohydrate metabolism	00650 Butanoate metabolism	2.220446049250313e-16
00650 Butanoate metabolism	K18118	0.1863808601260739
09167 Endocrine and metabolic disease	04932 Non-alcoholic fatty liver disease	2.220446049250313e-16
04932 Non-alcoholic fatty liver disease	K00234	0.5
04932 Non-alcoholic fatty liver disease	K00235	0.5
04932 Non-alcoholic fatty liver disease	K00236	0.5
04932 Non-alcoholic fatty liver disease	K00237	0.5
09102 Energy metabolism	00190 Oxidative phosphorylation	2.220446049250313e-16
00190 Oxidative phosphorylation	K25801	0.5
09160 Human Diseases	09171 Infectious disease: bacterial	2.775557561562892e-17
09171 Infectious disease: bacterial	05134 Legionellosis	2.220446049250313e-16
05134 Legionellosis	K00239	0.1243828571674628
00720 Carbon fixation pathways in prokaryotes	K00240	0.1941392636131924
00720 Carbon fixation pathways in prokaryotes	K00241	0.2043668834341047
00720 Carbon fixation pathways in prokaryotes	K00242	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K18859	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K18860	0.8834084453334109
ko00001	09130 Environmental Information Processing	2.220446049250313e-16
09130 Environmental Information Processing	09132 Signal transduction	2.220446049250313e-16
09132 Signal transduction	02020 Two-component system	2.220446049250313e-16
02020 Two-component system	K00244	0.5
02020 Two-component system	K00245	0.5
02020 Two-component system	K00246	0.5
02020 Two-component system	K00247	0.5
00720 Carbon fixation pathways in prokaryotes	K00233	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K25995	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K25996	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K01676	0.2040939908861241
00720 Carbon fixation pathways in prokaryotes	K01677	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K01678	0.8834084453334109
09167 Endocrine and metabolic disease	04934 Cushing syndrome	2.220446049250313e-16
04934 Cushing syndrome	K01679	0.1348599462589411
00720 Carbon fixation pathways in prokaryotes	K01675	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K01774	0.8834084453334109
ko00001	09150 Organismal Systems	2.220446049250313e-16
09150 Organismal Systems	09155 Excretory system	2.220446049250313e-16
09155 Excretory system	04964 Proximal tubule bicarbonate reclamation	0.4231797695470223
04964 Proximal tubule bicarbonate reclamation	K00025	0.4231797695470223
09105 Amino acid metabolism	00270 Cysteine and methionine metabolism	2.220446049250313e-16
00270 Cysteine and methionine metabolism	K00026	0.1862168578325456
00270 Cysteine and methionine metabolism	K00024	0.1149560233958751
00620 Pyruvate metabolism	K00116	0.1746931433511852
00720 Carbon fixation pathways in prokaryotes	K01958	0.1155798658474746
00720 Carbon fixation pathways in prokaryotes	K01959	0.8834084453334109
00720 Carbon fixation pathways in prokaryotes	K01960	0.2262203888783046
ko04147	K00036	0.102014186506093
00030 Pentose phosphate pathway	K19243	0.8298769776932235
00030 Pentose phosphate pathway	K01057	0.15985675756266
00030 Pentose phosphate pathway	K07404	0.1312498644470559
00030 Pentose phosphate pathway	K13937	0.8298769776932235
09100 Metabolism	09106 Metabolism of other amino acids	2.220446049250313e-16
09106 Metabolism of other amino acids	00480 Glutathione metabolism	0.0093773343740679
00480 Glutathione metabolism	K00033	0.1222105269221992
00710 Carbon fixation in photosynthetic organisms	K01783	0.1567770500565465
09109 Metabolism of terpenoids and polyketides	01051 Biosynthesis of ansamycins	2.220446049250313e-16
01051 Biosynthesis of ansamycins	K00615	0.1197625129144859
00030 Pentose phosphate pathway	K00616	0.1059010113627995
00710 Carbon fixation in photosynthetic organisms	K01807	0.1335459160872368
00710 Carbon fixation in photosynthetic organisms	K01808	0.1742458720292905
00680 Methane metabolism	K13812	0.5
00680 Methane metabolism	K08093	0.5
00680 Methane metabolism	K08094	0.5
00680 Methane metabolism	K13831	0.5
00710 Carbon fixation in photosynthetic organisms	K01621	0.1420887441639862
00030 Pentose phosphate pathway	K01619	0.1486943080910899
00030 Pentose phosphate pathway	K00852	0.1321329202478928
00230 Purine metabolism	K01839	0.1629809633955352
00230 Purine metabolism	K22199	0.5
00030 Pentose phosphate pathway	K05774	0.8298769776932235
00230 Purine metabolism	K00948	0.1276952597927896
00030 Pentose phosphate pathway	K01690	0.1886059440691917
00630 Glyoxylate and dicarboxylate metabolism	K01625	0.1407443467180816
00030 Pentose phosphate pathway	K17463	0.8298769776932235
00052 Galactose metabolism	K11395	0.8695612893249761
00030 Pentose phosphate pathway	K00034	0.2468702128623415
00030 Pentose phosphate pathway	K22969	0.8298769776932235
00030 Pentose phosphate pathway	K21840	0.8298769776932235
00052 Galactose metabolism	K18124	0.8695612893249761
00052 Galactose metabolism	K18125	0.8695612893249761
00030 Pentose phosphate pathway	K00115	0.8298769776932235
00030 Pentose phosphate pathway	K19813	0.8298769776932235
00030 Pentose phosphate pathway	K00117	0.1622824581855372
ko04147	K01053	0.1382079741658824
00030 Pentose phosphate pathway	K06151	0.8298769776932235
00030 Pentose phosphate pathway	K06152	0.8298769776932235
00260 Glycine, serine and threonine metabolism	K00090	0.8344507267772104
00030 Pentose phosphate pathway	K22229	0.8298769776932235
00030 Pentose phosphate pathway	K11441	0.8298769776932235
00480 Glutathione metabolism	K00032	0.8684121387037328
00030 Pentose phosphate pathway	K00851	0.1627202230917039
00030 Pentose phosphate pathway	K25031	0.1435415524586887
00052 Galactose metabolism	K05308	0.8695612893249761
00030 Pentose phosphate pathway	K00874	0.1118900746208695
00052 Galactose metabolism	K18126	0.8695612893249761
00052 Galactose metabolism	K18127	0.8695612893249761
00030 Pentose phosphate pathway	K03738	0.1419530899120534
00030 Pentose phosphate pathway	K18020	0.8298769776932235
00030 Pentose phosphate pathway	K18021	0.8298769776932235
00030 Pentose phosphate pathway	K18022	0.8298769776932235
00030 Pentose phosphate pathway	K18128	0.8298769776932235
00260 Glycine, serine and threonine metabolism	K11529	0.117227704728616
00030 Pentose phosphate pathway	K22345	0.8298769776932235
ko02000	K17464	0.5
ko02000	K17465	0.5
ko02000	K17466	0.5
ko02000	K17467	0.5
00030 Pentose phosphate pathway	K17468	0.8298769776932235
02020 Two-component system	K01051	0.1228575734761562
09101 Carbohydrate metabolism	00040 Pentose and glucuronate interconversions	2.220446049250313e-16
00040 Pentose and glucuronate interconversions	K22539	0.5
ko00001	09140 Cellular Processes	2.220446049250313e-16
09140 Cellular Processes	09145 Cellular community - prokaryotes	2.220446049250313e-16
09145 Cellular community - prokaryotes	02024 Quorum sensing	0.0117730943112994
02024 Quorum sensing	K01728	0.1393954266081009
00040 Pentose and glucuronate interconversions	K19551	0.5
00040 Pentose and glucuronate interconversions	K01731	0.5
00040 Pentose and glucuronate interconversions	K22994	0.5
00040 Pentose and glucuronate interconversions	K01730	0.5
00040 Pentose and glucuronate interconversions	K01815	0.5
00040 Pentose and glucuronate interconversions	K00065	0.5
00040 Pentose and glucuronate interconversions	K01184	0.1495697011344386
00040 Pentose and glucuronate interconversions	K01213	0.1542597715324902
00040 Pentose and glucuronate interconversions	K22933	0.5
00040 Pentose and glucuronate interconversions	K01812	0.1584545196121501
00040 Pentose and glucuronate interconversions	K00041	0.1748600653647665
00040 Pentose and glucuronate interconversions	K01685	0.1517396458420012
00040 Pentose and glucuronate interconversions	K16849	0.5
00040 Pentose and glucuronate interconversions	K16850	0.5
00040 Pentose and glucuronate interconversions	K01686	0.1585041495351645
00040 Pentose and glucuronate interconversions	K08323	0.5
00040 Pentose and glucuronate interconversions	K08322	0.5
00040 Pentose and glucuronate interconversions	K00040	0.1436390152737596
00040 Pentose and glucuronate interconversions	K21619	0.5
00040 Pentose and glucuronate interconversions	K18106	0.5
00040 Pentose and glucuronate interconversions	K19634	0.5
00040 Pentose and glucuronate interconversions	K18102	0.5
00040 Pentose and glucuronate interconversions	K18103	0.5
00040 Pentose and glucuronate interconversions	K18107	0.5
09140 Cellular Processes	09141 Transport and catabolism	0.0105696567099594
09141 Transport and catabolism	04142 Lysosome	0.0053225618728276
04142 Lysosome	K01195	0.1582656875564383
ko04147	K14756	0.8762917493818859
09181 Protein families: metabolism	ko01003	2.220446049250313e-16
ko01003	K00699	0.1215203603993247
00520 Amino sugar and nucleotide sugar metabolism	K16190	0.5
00520 Amino sugar and nucleotide sugar metabolism	K12447	0.5
09100 Metabolism	09107 Glycan biosynthesis and metabolism	2.220446049250313e-16
09107 Glycan biosynthesis and metabolism	00541 O-Antigen nucleotide sugar biosynthesis	2.220446049250313e-16
00541 O-Antigen nucleotide sugar biosynthesis	K00012	0.1237073131044126
00541 O-Antigen nucleotide sugar biosynthesis	K00963	0.1139904427370248
00040 Pentose and glucuronate interconversions	K13247	0.5
09101 Carbohydrate metabolism	00053 Ascorbate and aldarate metabolism	2.220446049250313e-16
00053 Ascorbate and aldarate metabolism	K08092	0.5
00053 Ascorbate and aldarate metabolism	K00880	0.1744171799819127
00053 Ascorbate and aldarate metabolism	K03078	0.5
00053 Ascorbate and aldarate metabolism	K03079	0.1769368590223269
00053 Ascorbate and aldarate metabolism	K03077	0.5
00040 Pentose and glucuronate interconversions	K01804	0.1796389924628021
00040 Pentose and glucuronate interconversions	K00853	0.1540980803928334
00040 Pentose and glucuronate interconversions	K24707	0.5
00040 Pentose and glucuronate interconversions	K00854	0.1208095877437214
00051 Fructose and mannose metabolism	K01805	0.1284587015450818
09100 Metabolism	09108 Metabolism of cofactors and vitamins	0.3550521734392574
09108 Metabolism of cofactors and vitamins	00790 Folate biosynthesis	2.220446049250313e-16
00790 Folate biosynthesis	K00011	0.5
00051 Fructose and mannose metabolism	K00594	0.8314862100831469
00040 Pentose and glucuronate interconversions	K17743	0.5
00040 Pentose and glucuronate interconversions	K26066	0.5
00040 Pentose and glucuronate interconversions	K03331	0.5
00040 Pentose and glucuronate interconversions	K25879	0.5
00040 Pentose and glucuronate interconversions	K25880	0.5
00040 Pentose and glucuronate interconversions	K25881	0.5
00051 Fructose and mannose metabolism	K01820	0.8314862100831469
00051 Fructose and mannose metabolism	K00848	0.1698303582674901
00051 Fructose and mannose metabolism	K01629	0.8314862100831469
00040 Pentose and glucuronate interconversions	K17738	0.5
00040 Pentose and glucuronate interconversions	K17818	0.5
00051 Fructose and mannose metabolism	K00007	0.8314862100831469
00040 Pentose and glucuronate interconversions	K09988	0.5
00040 Pentose and glucuronate interconversions	K05351	0.5
00051 Fructose and mannose metabolism	K00008	0.1497193934406989
00040 Pentose and glucuronate interconversions	K22185	0.5
09111 Xenobiotics biodegradation and metabolism	00980 Metabolism of xenobiotics by cytochrome P450	0.33912905371509
00980 Metabolism of xenobiotics by cytochrome P450	K00078	0.5
00040 Pentose and glucuronate interconversions	K14273	0.5
00040 Pentose and glucuronate interconversions	K14274	0.5
00040 Pentose and glucuronate interconversions	K24442	0.5
00053 Ascorbate and aldarate metabolism	K24443	0.5
00040 Pentose and glucuronate interconversions	K14275	0.5
00040 Pentose and glucuronate interconversions	K22186	0.5
00040 Pentose and glucuronate interconversions	K22396	0.5
00040 Pentose and glucuronate interconversions	K22397	0.5
00053 Ascorbate and aldarate metabolism	K14259	0.5
09106 Metabolism of other amino acids	00470 D-Amino acid metabolism	2.220446049250313e-16
00470 D-Amino acid metabolism	K13877	0.1733613591160895
00470 D-Amino acid metabolism	K19588	0.8452738206020497
00040 Pentose and glucuronate interconversions	K22187	0.1789832330608127
00040 Pentose and glucuronate interconversions	K00875	0.1495317017517553
00040 Pentose and glucuronate interconversions	K22935	0.5
00040 Pentose and glucuronate interconversions	K00039	0.5
00040 Pentose and glucuronate interconversions	K21680	0.5
00040 Pentose and glucuronate interconversions	K05352	0.5
00040 Pentose and glucuronate interconversions	K21681	0.5
00040 Pentose and glucuronate interconversions	K21030	0.5
09107 Glycan biosynthesis and metabolism	00515 Mannose type O-glycan biosynthesis	0.4381463434477937
00515 Mannose type O-glycan biosynthesis	K21031	0.4381463434477937
00051 Fructose and mannose metabolism	K01818	0.8314862100831469
00051 Fructose and mannose metabolism	K00879	0.8314862100831469
00051 Fructose and mannose metabolism	K01628	0.179064349673382
02024 Quorum sensing	K01218	0.1432696762249246
00051 Fructose and mannose metabolism	K19355	0.1771912904736871
00520 Amino sugar and nucleotide sugar metabolism	K00847	0.1229751213319968
00541 O-Antigen nucleotide sugar biosynthesis	K01809	0.1248250772853583
09145 Cellular community - prokaryotes	02025 Biofilm formation - Pseudomonas aeruginosa	0.0085037994091515
02025 Biofilm formation - Pseudomonas aeruginosa	K16011	0.1440634889731366
00520 Amino sugar and nucleotide sugar metabolism	K17497	0.5
00541 O-Antigen nucleotide sugar biosynthesis	K01840	0.108808197384898
00520 Amino sugar and nucleotide sugar metabolism	K16881	0.1672514655913533
00541 O-Antigen nucleotide sugar biosynthesis	K00971	0.13445613239708
00520 Amino sugar and nucleotide sugar metabolism	K00966	0.159301657554344
00541 O-Antigen nucleotide sugar biosynthesis	K01711	0.1919064718361421
00541 O-Antigen nucleotide sugar biosynthesis	K02377	0.1634803627205656
00520 Amino sugar and nucleotide sugar metabolism	K00976	0.5
00230 Purine metabolism	K18447	0.5
00520 Amino sugar and nucleotide sugar metabolism	K05305	0.5
00053 Ascorbate and aldarate metabolism	K00064	0.1613455934965567
00051 Fructose and mannose metabolism	K18333	0.8314862100831469
00051 Fructose and mannose metabolism	K07046	0.1874257414334827
00051 Fructose and mannose metabolism	K18334	0.2064836617752449
00051 Fructose and mannose metabolism	K18335	0.8314862100831469
00051 Fructose and mannose metabolism	K18336	0.8314862100831469
00051 Fructose and mannose metabolism	K18337	0.8314862100831469
00051 Fructose and mannose metabolism	K18338	0.8314862100831469
00051 Fructose and mannose metabolism	K12661	0.8314862100831469
00051 Fructose and mannose metabolism	K18339	0.8314862100831469
00051 Fructose and mannose metabolism	K12660	0.8314862100831469
00051 Fructose and mannose metabolism	K01813	0.8314862100831469
00051 Fructose and mannose metabolism	K21883	0.8314862100831469
ko01003	K05947	0.8784796396006752
00051 Fructose and mannose metabolism	K07026	0.8314862100831469
00051 Fructose and mannose metabolism	K18818	0.8314862100831469
09150 Organismal Systems	09152 Endocrine system	2.220446049250313e-16
09152 Endocrine system	04922 Glucagon signaling pathway	0.0263371999385375
04922 Glucagon signaling pathway	K19028	0.82087104887325
09152 Endocrine system	04919 Thyroid hormone signaling pathway	2.220446049250313e-16
04919 Thyroid hormone signaling pathway	K19029	0.5
09132 Signal transduction	04152 AMPK signaling pathway	2.220446049250313e-16
04152 AMPK signaling pathway	K01103	0.5
04152 AMPK signaling pathway	K19030	0.5
00051 Fructose and mannose metabolism	K00900	0.8314862100831469
05230 Central carbon metabolism in cancer	K14634	0.8742495683691441
00051 Fructose and mannose metabolism	K00009	0.1707535445353422
00051 Fructose and mannose metabolism	K00068	0.8314862100831469
00051 Fructose and mannose metabolism	K19956	0.8314862100831469
ko04147	K00846	0.8762917493818859
09130 Environmental Information Processing	09131 Membrane transport	2.220446049250313e-16
09131 Membrane transport	02060 Phosphotransferase system (PTS)	0.0693372369330724
02060 Phosphotransferase system (PTS)	K00882	0.0693372369330724
00051 Fructose and mannose metabolism	K08261	0.8314862100831469
00051 Fructose and mannose metabolism	K17742	0.8314862100831469
00051 Fructose and mannose metabolism	K19633	0.8314862100831469
00051 Fructose and mannose metabolism	K00045	0.175000184766457
02020 Two-component system	K00066	0.5
ko01003	K19290	0.8784796396006752
02025 Biofilm formation - Pseudomonas aeruginosa	K19291	0.8559365110268634
00051 Fructose and mannose metabolism	K01795	0.8314862100831469
00051 Fructose and mannose metabolism	K01729	0.2146363069224646
09150 Organismal Systems	09151 Immune system	2.775557561562892e-17
09151 Immune system	04622 RIG-I-like receptor signaling pathway	2.775557561562892e-17
04622 RIG-I-like receptor signaling pathway	K00863	0.1532733405235258
00051 Fructose and mannose metabolism	K03332	0.1696952147734791
00541 O-Antigen nucleotide sugar biosynthesis	K22252	0.8762926868955874
00541 O-Antigen nucleotide sugar biosynthesis	K15856	0.8762926868955874
00051 Fructose and mannose metabolism	K00881	0.8314862100831469
00051 Fructose and mannose metabolism	K17195	0.8314862100831469
ko02000	K02768	0.5
ko02000	K02769	0.5
ko02000	K02770	0.1321292884357925
ko02000	K11194	0.5
ko02000	K11195	0.5
ko02000	K11196	0.5
ko02000	K02771	0.5
ko02000	K02793	0.5
ko02000	K02794	0.5
ko02000	K02795	0.5
ko02000	K02796	0.5
ko02000	K25814	0.5
ko02000	K02798	0.5
ko02000	K02800	0.1687814087442788
00051 Fructose and mannose metabolism	K19270	0.8314862100831469
00051 Fructose and mannose metabolism	K24204	0.8314862100831469
ko02000	K02781	0.5
ko02000	K02782	0.5
ko02000	K02783	0.5
ko02000	K02812	0.5
ko02000	K02813	0.5
ko02000	K02814	0.5
ko02000	K02815	0.5
ko04147	K00849	0.1238400038682475
